t,y,c,cf,trend_intra
7.99,0.0,0,9,0.0
8.0,0.0,0,9,0.0
8.01,0.0,0,9,0.0
8.02,0.0,0,9,0.0
8.03,0.0,0,9,0.0
8.04,0.0,0,9,0.0
8.05,0.0,0,9,0.0
8.06,0.0,0,9,0.0
8.07,0.0,0,9,0.0
8.08,0.0,0,9,0.0
8.09,0.0,0,9,0.0
8.1,0.0,0,9,0.0
8.11,0.0,0,9,0.0
8.12,0.0,0,9,0.0
8.13,0.0,0,9,0.0
8.14,0.0,0,9,0.0
8.15,0.0,0,9,0.0
8.16,0.0,0,9,0.0
8.17,0.0,0,9,0.0
8.18,0.0,0,9,0.0
8.19,9.53563,10,9,0.0
8.2,322.61321,10,10,13.41432
8.21,448.50666,10,10,26.86136
8.22,506.71136,10,10,40.34112
8.23,573.17167,10,10,53.8536
8.24,649.4188,10,10,67.39879
8.25,747.35361,10,10,80.9767
8.26,791.55801,10,10,94.58733
8.27,857.78009,10,10,108.23068
8.28,947.71012,10,10,121.90675
8.29,1026.38807,10,10,135.61553
8.3,1075.52823,10,10,149.35703
8.31,1101.66006,10,10,163.13125
8.32,1108.1676,10,10,176.93819
8.33,1102.44342,10,10,190.77784
8.34,1095.4118,10,10,200.16
8.35,1060.68299,10,10,187.7201
8.36,998.69135,10,10,165.15148
8.37,932.19436,10,10,142.52832
8.38,864.30139,10,10,119.85063
8.39,800.69981,10,10,97.11841
8.4,740.95567,10,10,74.33167
8.41,685.62208,10,10,51.49039
8.42,633.32378,10,10,28.59458
8.43,586.43919,10,10,5.64425
8.44,544.83393,10,10,-17.36062
8.45,505.45328,10,10,-40.42002
8.46,469.93506,10,10,-63.53394
8.47,439.73912,10,10,-86.7024
8.48,412.71931,10,10,-109.92538
8.49,393.69063,10,10,-133.2029
8.5,401.32371,10,10,-134.28387
8.51,434.85228,10,10,-119.36028
8.52,478.42073,10,10,-104.40124
8.53,526.97679,10,10,-89.40676
8.54,579.66599,10,10,-74.37684
8.55,633.56485,10,10,-59.31148
8.56,690.28997,10,10,-44.21066
8.57,745.75851,10,10,-29.07441
8.58,799.03598,10,10,-13.90271
8.59,851.3279,10,10,1.30443
8.6,902.30366,10,10,16.54702
8.61,950.54953,10,10,31.82506
8.62,992.33227,10,10,47.13853
8.63,1028.97714,10,10,62.48745
8.64,1055.9924,10,10,77.87182
8.65,1066.28236,10,10,86.5
8.66,1056.46792,10,10,82.63986
8.67,1035.10186,10,10,76.82563
8.68,999.49571,10,10,70.99776
8.69,952.24504,10,10,65.15626
8.7,888.54566,10,10,59.30112
8.71,810.83182,10,10,53.43236
8.72,708.12623,10,10,47.54996
8.73,585.22671,10,10,41.65393
8.74,436.7862,10,10,35.74426
8.75,286.0122,10,10,29.82097
8.76,168.32197,10,10,23.88404
8.77,107.91635,10,10,17.93348
8.78,68.91493,10,10,11.96928
8.79,42.19414,10,10,5.99146
8.8,14.11158,10,10,0.0
8.81,0.0,0,10,0.0
8.82,0.0,0,10,0.0
8.83,0.0,0,10,0.0
8.84,0.0,0,10,0.0
8.85,0.0,0,10,0.0
8.86,0.0,0,10,0.0
8.87,0.0,0,10,0.0
8.88,0.0,0,10,0.0
8.89,0.0,0,10,0.0
8.9,0.0,0,10,0.0
8.91,0.0,0,10,0.0
8.92,0.0,0,10,0.0
8.93,0.0,0,10,0.0
8.94,0.0,0,10,0.0
8.95,0.0,0,10,0.0
8.96,0.0,0,10,0.0
8.97,0.0,0,10,0.0
8.98,0.0,0,10,0.0
8.99,0.0,0,10,0.0
9.0,0.0,0,10,0.0
9.01,0.0,0,10,0.0
9.02,0.0,0,10,0.0
9.03,0.0,0,10,0.0
9.04,0.0,0,10,0.0
9.05,0.0,0,10,0.0
9.06,11.54803,11,10,0.0
9.07,281.87588,11,11,12.06787
9.08,480.62484,11,11,24.16236
9.09,460.49101,11,11,36.28345
9.1,564.49587,11,11,48.43116
9.11,594.88278,11,11,60.60547
9.12,663.60869,11,11,72.8064
9.13,750.78314,11,11,85.03394
9.14,796.44819,11,11,97.28808
9.15,834.26067,11,11,109.56884
9.16,898.8717,11,11,121.87621
9.17,973.89937,11,11,134.21019
9.18,1039.42712,11,11,146.57078
9.19,1087.85279,11,11,158.95798
9.2,1114.97882,11,11,171.37179
9.21,1131.05639,11,11,183.81221
9.22,1134.34947,11,11,196.27924
9.23,1130.26506,11,11,208.77288
9.24,1126.79445,11,11,221.29314
9.25,1109.44346,11,11,221.74035
9.26,1064.89594,11,11,201.44561
9.27,1009.71044,11,11,181.10653
9.28,953.23603,11,11,160.72309
9.29,895.51808,11,11,140.2953
9.3,840.54444,11,11,119.82316
9.31,788.1951,11,11,99.30667
9.32,738.83354,11,11,78.74582
9.33,692.07156,11,11,58.14063
9.34,647.09924,11,11,37.49109
9.35,606.29447,11,11,16.79719
9.36,567.71074,11,11,-3.94105
9.37,533.81213,11,11,-24.72365
9.38,500.14526,11,11,-45.5506
9.39,469.13794,11,11,-66.42189
9.4,442.47137,11,11,-87.33754
9.41,416.56408,11,11,-108.29754
9.42,395.68481,11,11,-129.30189
9.43,383.55776,11,11,-150.3506
9.44,392.72974,11,11,-150.69552
9.45,420.93913,11,11,-137.23389
9.46,457.16882,11,11,-123.74344
9.47,496.13331,11,11,-110.22415
9.48,539.57229,11,11,-96.67604
9.49,584.22909,11,11,-83.0991
9.5,629.77312,11,11,-69.49333
9.51,678.20995,11,11,-55.85874
9.52,724.35499,11,11,-42.19531
9.53,771.03177,11,11,-28.50306
9.54,815.29912,11,11,-14.78198
9.55,859.53575,11,11,-1.03207
9.56,902.80061,11,11,12.74667
9.57,944.66,11,11,26.55423
9.58,982.47049,11,11,40.39062
9.59,1017.26876,11,11,54.25585
9.6,1047.17395,11,11,68.14989
9.61,1070.83406,11,11,82.07277
9.62,1085.42394,11,11,96.02448
9.63,1081.29646,11,11,96.09726
9.64,1068.49644,11,11,90.85277
9.65,1048.15446,11,11,85.59719
9.66,1017.46075,11,11,80.33053
9.67,979.43032,11,11,75.05277
9.68,932.68262,11,11,69.76393
9.69,872.36919,11,11,64.464
9.7,805.80921,11,11,59.15298
9.71,716.60485,11,11,53.83088
9.72,616.89281,11,11,48.49768
9.73,498.39784,11,11,43.1534
9.74,374.2159,11,11,37.79804
9.75,257.14123,11,11,32.43158
9.76,163.78629,11,11,27.05404
9.77,115.22009,11,11,21.6654
9.78,79.38366,11,11,16.26568
9.79,54.30674,11,11,10.85488
9.8,33.00837,11,11,5.43298
9.81,4.39774,11,11,0.0
9.82,0.0,0,11,0.0
9.83,0.0,0,11,0.0
9.84,0.0,0,11,0.0
9.85,0.0,0,11,0.0
9.86,0.0,0,11,0.0
9.87,0.0,0,11,0.0
9.88,0.0,0,11,0.0
9.89,0.0,0,11,0.0
9.9,0.0,0,11,0.0
9.91,0.0,0,11,0.0
9.92,0.0,0,11,0.0
9.93,0.0,0,11,0.0
9.94,0.0,0,11,0.0
9.95,0.0,0,11,0.0
9.96,0.0,0,11,0.0
9.97,0.0,0,11,0.0
9.98,0.0,0,11,0.0
9.99,0.0,0,11,0.0
10.0,0.0,0,11,0.0
10.01,0.0,0,11,0.0
10.02,100.81482,12,12,0.0
10.03,432.75196,12,12,14.09702
10.04,430.87255,12,12,28.22215
10.05,530.83043,12,12,42.37539
10.06,590.10925,12,12,56.55674
10.07,644.32307,12,12,70.7662
10.08,739.84567,12,12,85.00377
10.09,799.07139,12,12,99.26944
10.1,836.24289,12,12,113.56323
10.11,901.64031,12,12,127.88513
10.12,980.50965,12,12,142.23514
10.13,1050.12527,12,12,156.61325
10.14,1101.39455,12,12,171.01948
10.15,1130.33078,12,12,185.45382
10.16,1147.52306,12,12,199.91626
10.17,1150.33975,12,12,214.40682
10.18,1147.41166,12,12,228.92549
10.19,1144.83611,12,12,243.47226
10.2,1117.83288,12,12,244.19511
10.21,1065.70999,12,12,220.51784
10.22,1005.23105,12,12,196.79371
10.23,943.48141,12,12,173.02274
10.24,882.13638,12,12,149.20492
10.25,824.2558,12,12,125.34025
10.26,769.01038,12,12,101.42873
10.27,716.89181,12,12,77.47036
10.28,667.08997,12,12,53.46514
10.29,620.61266,12,12,29.41308
10.3,577.74717,12,12,5.31416
10.31,539.04902,12,12,-18.83161
10.32,500.92188,12,12,-43.02423
10.33,466.21205,12,12,-67.26369
10.34,435.35925,12,12,-91.55001
10.35,405.60715,12,12,-115.88317
10.36,380.80529,12,12,-140.26319
10.37,364.44854,12,12,-164.69005
10.38,372.55413,12,12,-165.27976
10.39,402.67883,12,12,-149.61908
10.4,441.74775,12,12,-133.92795
10.41,483.59637,12,12,-118.20636
10.42,530.46704,12,12,-102.45432
10.43,578.21286,12,12,-86.67183
10.44,627.13458,12,12,-70.85889
10.45,678.25107,12,12,-55.01549
10.46,728.0475,12,12,-39.14165
10.47,776.91577,12,12,-23.23735
10.48,823.97947,12,12,-7.30259
10.49,871.17175,12,12,8.66261
10.5,916.72884,12,12,24.65827
10.51,960.19744,12,12,40.68437
10.52,998.64679,12,12,56.74093
10.53,1033.96385,12,12,72.82795
10.54,1063.14885,12,12,88.94541
10.55,1083.14676,12,12,105.09333
10.56,1086.80589,12,12,105.13032
10.57,1074.8349,12,12,99.03988
10.58,1055.50023,12,12,92.93773
10.59,1026.03519,12,12,86.82387
10.6,987.39706,12,12,80.6983
10.61,940.29111,12,12,74.56101
10.62,878.63852,12,12,68.41201
10.63,809.68876,12,12,62.2513
10.64,717.95187,12,12,56.07887
10.65,614.01246,12,12,49.89474
10.66,490.13262,12,12,43.69889
10.67,361.07201,12,12,37.49133
10.68,241.89218,12,12,31.27205
10.69,152.22031,12,12,25.04107
10.7,107.35459,12,12,18.79837
10.71,73.13804,12,12,12.54396
10.72,48.53382,12,12,6.27784
10.73,25.5618,12,12,0.0
